12/01/20 0:00,2172
12/01/20 0:05,2238
12/01/20 0:10,2285
12/01/20 0:15,2329
12/01/20 0:20,2354
12/01/20 0:25,2335
12/01/20 0:30,2279
12/01/20 0:35,2253
12/01/20 0:40,2264
12/01/20 0:45,2251
12/01/20 0:50,2249
12/01/20 0:55,2251
12/01/20 1:00,2216
12/01/20 1:05,2183
12/01/20 1:10,2194
12/01/20 1:15,2195
12/01/20 1:20,2167
12/01/20 1:25,2125
12/01/20 1:30,2075
12/01/20 1:35,2011
12/01/20 1:40,1925
12/01/20 1:45,1888
12/01/20 1:50,1843
12/01/20 1:55,1807
12/01/20 2:00,1775
12/01/20 2:05,1769
12/01/20 2:10,1704
12/01/20 2:15,1729
12/01/20 2:20,1751
12/01/20 2:25,1899
12/01/20 2:30,1877
12/01/20 2:35,1802
12/01/20 2:40,1776
12/01/20 2:45,1777
12/01/20 2:50,1800
12/01/20 2:55,1861
12/01/20 3:00,1875
12/01/20 3:05,1836
12/01/20 3:10,1827
12/01/20 3:15,1811
12/01/20 3:20,1814
12/01/20 3:25,1809
12/01/20 3:30,1822
12/01/20 3:35,1871
12/01/20 3:40,1941
12/01/20 3:45,2002
12/01/20 3:50,2042
12/01/20 3:55,2105
12/01/20 4:00,2141
12/01/20 4:05,2113
12/01/20 4:10,2142
12/01/20 4:15,2236
12/01/20 4:20,2141
12/01/20 4:25,2048
12/01/20 4:30,1881
12/01/20 4:35,1901
12/01/20 4:40,1902
12/01/20 4:45,1896
12/01/20 4:50,1884
12/01/20 4:55,1970
12/01/20 5:00,2084
12/01/20 5:05,2397
12/01/20 5:10,2435
12/01/20 5:15,2455
12/01/20 5:20,2470
12/01/20 5:25,2458
12/01/20 5:30,2467
12/01/20 5:35,2442
12/01/20 5:40,2370
12/01/20 5:45,2289
12/01/20 5:50,2226
12/01/20 5:55,2188
12/01/20 6:00,2213
12/01/20 6:05,2219
12/01/20 6:10,2306
12/01/20 6:15,2342
12/01/20 6:20,2370
12/01/20 6:25,2386
12/01/20 6:30,2379
12/01/20 6:35,2391
12/01/20 6:40,2393
12/01/20 6:45,2404
12/01/20 6:50,2389
12/01/20 6:55,2427
12/01/20 7:00,2482
12/01/20 7:05,2539
12/01/20 7:10,2582
12/01/20 7:15,2559
12/01/20 7:20,2524
12/01/20 7:25,2503
12/01/20 7:30,2439
12/01/20 7:35,2347
12/01/20 7:40,2263
12/01/20 7:45,2192
12/01/20 7:50,2194
12/01/20 7:55,2244
12/01/20 8:00,2261
12/01/20 8:05,2264
12/01/20 8:10,2251
12/01/20 8:15,2229
12/01/20 8:20,2201
12/01/20 8:25,2137
12/01/20 8:30,2111
12/01/20 8:35,2070
12/01/20 8:40,2045
12/01/20 8:45,2048
12/01/20 8:50,2073
12/01/20 8:55,2080
12/01/20 9:00,2107
12/01/20 9:05,2136
12/01/20 9:10,2151
12/01/20 9:15,2229
12/01/20 9:20,2276
12/01/20 9:25,2349
12/01/20 9:30,2437
12/01/20 9:35,2433
12/01/20 9:40,2453
12/01/20 9:45,2454
12/01/20 9:50,2470
12/01/20 9:55,2505
12/01/20 10:00,2516
12/01/20 10:05,2565
12/01/20 10:10,2599
12/01/20 10:15,2621
12/01/20 10:20,2629
12/01/20 10:25,2625
12/01/20 10:30,2625
12/01/20 10:35,2622
12/01/20 10:40,2621
12/01/20 10:45,2622
12/01/20 10:50,2613
12/01/20 10:55,2609
12/01/20 11:00,2645
12/01/20 11:05,2667
12/01/20 11:10,2667
12/01/20 11:15,2674
12/01/20 11:20,2673
12/01/20 11:25,2675
12/01/20 11:30,2669
12/01/20 11:35,2672
12/01/20 11:40,2651
12/01/20 11:45,2622
12/01/20 11:50,2578
12/01/20 11:55,2542
12/01/20 12:00,2524
12/01/20 12:05,2523
12/01/20 12:10,2540
12/01/20 12:15,2555
12/01/20 12:20,2553
12/01/20 12:25,2566
12/01/20 12:30,2552
12/01/20 12:35,2578
12/01/20 12:40,2601
12/01/20 12:45,2614
12/01/20 12:50,2633
12/01/20 12:55,2624
12/01/20 13:00,2634
12/01/20 13:05,2635
12/01/20 13:10,2638
12/01/20 13:15,2640
12/01/20 13:20,2632
12/01/20 13:25,2623
12/01/20 13:30,2641
12/01/20 13:35,2638
12/01/20 13:40,2638
12/01/20 13:45,2632
12/01/20 13:50,2612
12/01/20 13:55,2598
12/01/20 14:00,2591
12/01/20 14:05,2597
12/01/20 14:10,2614
12/01/20 14:15,2620
12/01/20 14:20,2620
12/01/20 14:25,2632
12/01/20 14:30,2638
12/01/20 14:35,2628
12/01/20 14:40,2618
12/01/20 14:45,2602
12/01/20 14:50,2617
12/01/20 14:55,2584
12/01/20 15:00,2597
12/01/20 15:05,2547
12/01/20 15:10,2519
12/01/20 15:15,2502
12/01/20 15:20,2500
12/01/20 15:25,2502
12/01/20 15:30,2534
12/01/20 15:35,2538
12/01/20 15:40,2528
12/01/20 15:45,2519
12/01/20 15:50,2530
12/01/20 15:55,2535
12/01/20 16:00,2555
12/01/20 16:05,2592
12/01/20 16:10,2591
12/01/20 16:15,2599
12/01/20 16:20,2583
12/01/20 16:25,2552
12/01/20 16:30,2529
12/01/20 16:35,2516
12/01/20 16:40,2489
12/01/20 16:45,2468
12/01/20 16:50,2420
12/01/20 16:55,2358
12/01/20 17:00,2343
12/01/20 17:05,2326
12/01/20 17:10,2337
12/01/20 17:15,2358
12/01/20 17:20,2371
12/01/20 17:25,2392
12/01/20 17:30,2375
12/01/20 17:35,2341
12/01/20 17:40,2357
12/01/20 17:45,2330
12/01/20 17:50,2312
12/01/20 17:55,2275
12/01/20 18:00,2257
12/01/20 18:05,2221
12/01/20 18:10,2210
12/01/20 18:15,2221
12/01/20 18:20,2141
12/01/20 18:25,2083
12/01/20 18:30,2022
12/01/20 18:35,1993
12/01/20 18:40,1965
12/01/20 18:45,1902
12/01/20 18:50,1872
12/01/20 18:55,1887
12/01/20 19:00,1853
12/01/20 19:05,1806
12/01/20 19:10,1743
12/01/20 19:15,1721
12/01/20 19:20,1753
12/01/20 19:25,1798
12/01/20 19:30,1843
12/01/20 19:35,1926
12/01/20 19:40,2027
12/01/20 19:45,2117
12/01/20 19:50,2189
12/01/20 19:55,2246
12/01/20 20:00,2280
12/01/20 20:05,2307
12/01/20 20:10,2323
12/01/20 20:15,2321
12/01/20 20:20,2351
12/01/20 20:25,2344
12/01/20 20:30,2331
12/01/20 20:35,2342
12/01/20 20:40,2329
12/01/20 20:45,2320
12/01/20 20:50,2290
12/01/20 20:55,2295
12/01/20 21:00,2317
12/01/20 21:05,2334
12/01/20 21:10,2363
12/01/20 21:15,2373
12/01/20 21:20,2411
12/01/20 21:25,2420
12/01/20 21:30,2424
12/01/20 21:35,2415
12/01/20 21:40,2429
12/01/20 21:45,2426
12/01/20 21:50,2472
12/01/20 21:55,2483
12/01/20 22:00,2490
12/01/20 22:05,2499
12/01/20 22:10,2531
12/01/20 22:15,2540
12/01/20 22:20,2553
12/01/20 22:25,2537
12/01/20 22:30,2517
12/01/20 22:35,2518
12/01/20 22:40,2471
12/01/20 22:45,2468
12/01/20 22:50,2417
12/01/20 22:55,2389
12/01/20 23:00,2358
12/01/20 23:05,2305
12/01/20 23:10,2219
12/01/20 23:15,2180
12/01/20 23:20,2148
12/01/20 23:25,2126
12/01/20 23:30,2120
12/01/20 23:35,2135
12/01/20 23:40,2154
12/01/20 23:45,2175
12/01/20 23:50,2256
12/01/20 23:55,2236
